Game,Genre,metascore,userscore,id
Dreamfall Chapters Book One: Reborn,Adventure,72.0,76.0,939
Dreamfall Chapters Book Two: Rebels,Adventure,71.0,78.0,940
Driftmoon,Role-Playing,73.0,75.0,941
Drive Girls,Action,39.0,55.0,942
Drive!Drive!Drive!,Racing,59.0,50.0,943
Driveclub,GT / Street,71.0,62.0,944
Driveclub Bikes,Racing,79.0,74.0,945
Driveclub VR,Racing,66.0,67.0,946
Driver: Renegade,Driving,48.0,49.0,947
Driver: San Francisco,Driving,80.0,71.0,948
Dropsy,Adventure,80.0,74.0,949
Drox Operative,Action,74.0,76.0,950
DualPenSports,Sports,58.0,35.0,951
Duelyst,Fantasy,82.0,77.0,952
Duke Nukem 3D: 20th Anniversary World Tour,Action,74.5,73.0,953
Duke Nukem 3D: Megaton Edition,Action,69.0,81.0,954
Duke Nukem Forever,Action,54.0,58.0,955
Dungelot: Shattered Lands,Role-Playing,78.0,68.0,956
Dungeon Defenders,Role-Playing,81.0,73.0,957
Dungeon Hearts,Miscellaneous,73.0,64.0,958
Dungeon Hunter: Alliance,Role-Playing,49.0,65.0,959
Dungeon Siege III,Role-Playing,72.0,47.0,960
Dungeon Souls,Role-Playing,67.0,55.0,961
Dungeon Travelers 2: The Royal Library & the Monster Seal,Role-Playing,73.0,84.0,962
Dungeon of the Endless,Strategy,78.5,67.0,963
Dungeonland,Action,67.0,75.0,964
Dungeons,Strategy,65.0,46.0,965
Dungeons & Dragons: Chronicles of Mystara,Action,78.5,73.0,966
Dungeons & Dragons: Daggerdale,Role-Playing,49.0,36.0,967
Dungeons 2,Strategy,65.5,71.0,968
Dungeons 3,Strategy,75.0,77.0,969
Dungeons of Dredmor,Role-Playing,79.0,77.0,970
Duskers,Strategy,83.0,71.0,971
Dust: An Elysian Tail,Role-Playing,85.0,85.0,972
Dustforce,Action,76.0,73.0,973
Dusty Revenge,Action,64.0,69.0,974
Dying Light,Horror,74.33333333333333,78.66666666666667,975
Dying Light: The Following,Action Adventure,81.0,81.0,976
Dying: Reborn,Adventure,38.0,55.0,977
Dynasty Warriors 8 Empires,Action,63.666666666666664,70.33333333333333,978
Dynasty Warriors 8: Xtreme Legends - Definitive Edition,Action,83.0,77.0,979
Dynasty Warriors 8: Xtreme Legends Complete Edition,Action,69.0,71.0,980
Dynasty Warriors 9,Action,59.333333333333336,36.666666666666664,981
Dynasty Warriors Next,Action,67.0,75.0,982
Dynasty Warriors: Godseekers,Strategy,70.0,66.0,983
Dyscourse,Adventure,71.0,48.0,984
E.T. Armies,Action,54.0,69.0,985
E.Y.E: Divine Cybermancy,Role-Playing,61.0,69.0,986
EA Sports UFC,General,70.0,61.5,987
EA Sports UFC 2,Sports,77.5,57.0,988
EA Sports UFC 3,Sports,76.0,45.5,989
ECHO,Action Adventure,79.0,73.0,990
ECHO (2017),Action Adventure,72.0,69.0,991
ESPN Sports Connection,Sports,31.0,29.0,992
ETHER One,General,78.5,58.0,993
EVE: Gunjack,Simulation,60.0,62.0,994
EVE: Valkyrie,Action,70.0,57.0,995
EVERSPACE,Action,78.5,68.5,996
EVERSPACE: Stellar Edition,Action Adventure,78.0,78.0,997
EVERYTHING,Action Adventure,80.0,72.0,998
Eador: Masters of the Broken World,Strategy,74.0,72.0,999
Eagle Flight,Action,73.5,69.0,1000
Earth Atlantis,Action,70.0,76.0,1001
Earth Defense Force 2017 Portable,Action,68.0,76.0,1002
Earth Defense Force 2: Invaders From Planet Space,Action,72.0,82.0,1003
Earth Defense Force 4.1: The Shadow of New Despair,Action,64.0,74.0,1004
Earth Defense Force 5,Action,72.0,71.0,1005
Earth Defense Force: Insect Armageddon,Action,69.0,72.0,1006
Earth's Dawn,Action,68.0,67.0,1007
Earthfall,Action,57.0,55.666666666666664,1008
Earthlock,Role-Playing,73.0,70.0,1009
Earthlock: Festival of Magic,Role-Playing,66.0,72.0,1010
Eastshade,First-Person,78.0,80.0,1011
Echoes Of Aetheria,Role-Playing,77.0,71.0,1012
Edge,General,79.0,75.0,1013
Edge (2011),Action,74.0,75.0,1014
Edge of Nowhere,Action Adventure,71.0,66.0,1015
Edna & Harvey: Harvey's New Eyes,Adventure,75.0,78.0,1016
Edna & Harvey: The Breakout,Adventure,56.0,65.0,1017
Eldritch,Action,77.0,68.0,1018
Electronic Super Joy,Action,78.0,68.0,1019
Elegy for a Dead World,General,65.0,60.0,1020
Element4l,Action,77.0,77.0,1021
Elemental: Fallen Enchantress,Strategy,78.0,73.0,1022
Elex,Role-Playing,62.333333333333336,65.66666666666667,1023
Elite: Dangerous,Sci-Fi,79.0,70.0,1024
Elliot Quest,Adventure,76.0,75.0,1025
Else Heart.Break(),Role-Playing,79.0,75.0,1026
Embers of Mirrim,Action,76.0,73.0,1027
Empathy,Adventure,59.0,60.0,1028
Empires Apart,Strategy,68.0,43.0,1029
Endless Legend,Strategy,82.0,79.0,1030
Endless Space,Strategy,77.0,73.0,1031
Endless Space 2,Strategy,80.0,77.0,1032
Enemy Front,Shooter,52.0,57.0,1033
Enigmatis: The Ghosts of Maple Creek,Puzzle,66.0,74.0,1034
Enki,Adventure,43.0,44.0,1035
Enslaved: Odyssey to the West,Action Adventure,70.0,76.0,1036
Enter The Gungeon,Action,84.0,73.0,1037
Enter the Gungeon,Action,84.33333333333333,77.0,1038
Entwined,Action,59.0,66.0,1039
Epistory - Typing Chronicles,Action Adventure,74.0,76.0,1040
Escape Dead Island,Action Adventure,52.0,36.0,1041
Escape Goat 2,Action,76.0,75.0,1042
Escape Plan,Miscellaneous,72.0,69.5,1043
Ethan: Meteor Hunter,Action,59.0,54.0,1044
Etherium,Strategy,62.0,63.0,1045
Etrian Mystery Dungeon,Role-Playing,77.0,79.0,1046
Etrian Odyssey 2 Untold: The Fafnir Knight,Role-Playing,82.0,81.0,1047
Etrian Odyssey IV: Legends of the Titan,Role-Playing,84.0,83.0,1048
Etrian Odyssey Nexus,General,80.0,66.0,1049
Etrian Odyssey Untold: The Millennium Girl,Role-Playing,80.0,81.0,1050
Etrian Odyssey V: Beyond the Myth,Role-Playing,80.0,79.0,1051
Euro Truck Simulator 2,Simulation,79.0,87.0,1052
Europa Universalis IV,Strategy,87.0,87.0,1053
Europa Universalis IV: Conquest of Paradise,Strategy,81.0,77.0,1054
Europa Universalis IV: Wealth of Nations,Strategy,84.0,85.0,1055
Event[0],Adventure,75.0,67.0,1056
Ever Oasis,Role-Playing,76.0,81.0,1057
Everybody's Golf,Traditional,78.0,78.0,1058
Everybody's Gone to the Rapture,Action,77.0,58.5,1059
Evoland,Role-Playing,61.0,68.0,1060
Evoland 2: A Slight Case of Spacetime Continuum Disorder,Adventure,74.0,76.0,1061
Evolve,Action,75.66666666666667,45.666666666666664,1062
Exile's End,Action,63.0,63.0,1063
Exist Archive: The Other Side of the Sky,Role-Playing,70.0,75.5,1064
Expeditions: Conquistador,Role-Playing,77.0,81.0,1065
Expeditions: Viking,Role-Playing,74.0,80.0,1066
Extinction,Action Adventure,50.0,15.666666666666666,1067
Extreme Exorcism,Action,79.0,65.0,1068
F.E.A.R. 3,Modern,74.0,58.0,1069
F1 2011,Driving,69.33333333333333,66.66666666666667,1070
F1 2012,Driving,80.0,71.0,1071
F1 2013,Driving,77.0,64.0,1072
F1 2014,Driving,61.0,48.0,1073
F1 2015,Racing,63.333333333333336,54.666666666666664,1074
F1 2016,Racing,84.33333333333333,78.0,1075
F1 2017,Racing,86.33333333333333,74.0,1076
F1 2018,Racing,83.66666666666667,78.0,1077
F1 Race Stars,Formula One,62.0,55.0,1078
F1 Race Stars: Powered Up Edition,Driving,61.0,67.0,1079
FAR: Lone Sails,Action,80.0,77.0,1080
FAST Racing NEO,Driving,81.0,86.0,1081
FATED: The Silent Oath,Action Adventure,64.0,53.0,1082
FIFA 14,Sim,87.5,60.5,1083
FIFA 15,Sports,82.0,51.333333333333336,1084
FIFA 16,Sports,82.33333333333333,44.333333333333336,1085
FIFA 17,Sports,84.33333333333333,46.666666666666664,1086
FIFA 18,Sports,79.0,37.5,1087
FIFA 19,Sports,79.0,23.666666666666668,1088
FIFA Manager 12,Sports,72.0,40.0,1089
FIFA Manager 13,Sports,68.0,47.0,1090
FIFA Soccer,Sports,79.0,72.0,1091
FIFA Soccer 12,Sports,78.0,55.0,1092
FIFA Soccer 13,Sports,70.66666666666667,57.0,1093
FIRE,Miscellaneous,64.0,68.0,1094
FLY'N,Miscellaneous,80.0,77.0,1095
FORCED,Role-Playing,72.0,77.0,1096
FORCED SHOWDOWN,Role-Playing,67.0,75.0,1097
FOX n FORESTS,Action,67.75,75.0,1098
FRACT OSC,Miscellaneous,75.0,61.0,1099
FRAMED Collection,Miscellaneous,79.0,80.0,1100
FRU,Miscellaneous,84.0,68.0,1101
FTL: Faster Than Light,Simulation,84.0,84.0,1102
Fable Fortune,Strategy,66.5,69.0,1103
Fable III,Role-Playing,75.0,55.0,1104
Face Noir,Adventure,59.0,63.0,1105
Factotum 90,Puzzle,71.0,59.0,1106
Faeria,Miscellaneous,80.0,76.0,1107
Faery: Legends of Avalon,Role-Playing,59.0,66.0,1108
Fahrenheit: Indigo Prophecy Remastered,Action,61.0,75.0,1109
Fairy Fencer F,Role-Playing,66.0,79.0,1110
Fairy Fencer F: Advent Dark Force,Role-Playing,68.5,66.5,1111
Fallen Enchantress: Legendary Heroes,Strategy,80.0,77.0,1112
Fallen Legion: Rise to Glory,Role-Playing,66.0,69.0,1113
Fallen Legion: Sins of an Empire,Role-Playing,64.0,82.0,1114
Fallout 4,General,86.33333333333333,61.666666666666664,1115
Fallout 4 VR,Role-Playing,78.0,50.0,1116
Fallout 4: Automatron,Role-Playing,70.0,56.666666666666664,1117
Fallout 4: Far Harbor,Role-Playing,77.33333333333333,64.66666666666667,1118
Fallout 4: Nuka-World,Role-Playing,69.0,56.0,1119
Fallout 76,Role-Playing,51.333333333333336,24.666666666666668,1120
Fallout: New Vegas - Dead Money,Role-Playing,70.0,63.0,1121
Fallout: New Vegas - Honest Hearts,Role-Playing,66.0,67.0,1122
Fallout: New Vegas - Old World Blues,Role-Playing,82.0,77.0,1123
Family Party: 30 Great Games Obstacle Arcade,Miscellaneous,11.0,12.0,1124
Fantasia: Music Evolved,Music,77.0,74.0,1125
Fantasy Hero: Unsigned Legacy,Role-Playing,34.0,37.0,1126
Fantasy Life,Role-Playing,73.0,84.0,1127
Far Cry 3,Action,88.0,83.0,1128
Far Cry 3: Blood Dragon,Action,81.0,81.0,1129
Far Cry 4,Action,82.33333333333333,73.66666666666667,1130
Far Cry 4: Escape from Durgesh Prison,Action,56.0,56.0,1131
Far Cry 4: Valley of the Yetis,Action,75.0,73.0,1132
Far Cry 5,Action,80.33333333333333,65.0,1133
Far Cry 5: Hours of Darkness,Action,72.0,36.0,1134
Far Cry 5: Lost on Mars,Action,59.0,42.0,1135
Far Cry New Dawn,Action,73.0,33.333333333333336,1136
Far Cry Primal,Action,75.66666666666667,60.666666666666664,1137
Farming Simulator 15,Simulation,59.0,64.5,1138
Farming Simulator 17,Simulation,69.0,70.5,1139
Farming Simulator 19,Simulation,68.5,55.0,1140
Farming Simulator 2013,Miscellaneous,65.0,75.0,1141
Farming Simulator: Nintendo Switch Edition,Simulation,73.0,70.0,1142
Farpoint,Action,71.0,81.0,1143
Fast RMX,Racing,81.0,79.0,1144
Fat Princess Adventures,Action,63.0,73.0,1145
Fatal Frame: Maiden of Black Water,Action,67.0,77.0,1146
Fate of the World,Strategy,70.0,76.0,1147
Fate/Extella Link,Action,77.0,72.0,1148
Fate/Extella: The Umbral Star,Action,68.0,70.5,1149
Fe,Action,71.25,65.75,1150
Fear Effect Sedna,Role-Playing,46.0,57.0,1151
Feist,Action,65.0,72.0,1152
Fenix Furia,Action,71.0,50.0,1153
Fenix Rage,Action,75.0,69.0,1154
Fez,Action,90.5,65.0,1155
Fighter Within,Sports,23.0,28.0,1156
Figment,Action,76.0,76.0,1157
Filthy Lucre,Action,61.0,64.0,1158
Fimbul,Action Adventure,52.0,18.0,1159
Final Fantasy Explorers,Role-Playing,69.0,85.0,1160
Final Fantasy IX,Role-Playing,81.66666666666667,86.0,1161
Final Fantasy Type-0 HD,Role-Playing,71.0,75.33333333333333,1162
Final Fantasy X / X-2 HD Remaster,Miscellaneous,84.33333333333333,89.0,1163
Final Fantasy XII: The Zodiac Age,Role-Playing,84.5,86.0,1164
Final Fantasy XIV Online: A Realm Reborn,Role-Playing,84.5,72.0,1165
Final Fantasy XIV: Heavensward,Massively Multiplayer Online,86.0,83.5,1166
Final Fantasy XIV: Stormblood,Role-Playing,88.0,84.5,1167
Final Fantasy XV,Action RPG,82.0,76.5,1168
Final Fantasy XV Pocket Edition HD,Role-Playing,69.0,73.0,1169
Final Fantasy XV: Episode Gladiolus,Role-Playing,59.0,87.0,1170
Final Fantasy XV: Episode Prompto,Role-Playing,65.0,88.0,1171
Final Fantasy XV: Royal Edition,Role-Playing,77.0,87.0,1172
Final Fantasy XV: Windows Edition,Role-Playing,85.0,80.0,1173
Finding Paradise,Role-Playing,81.0,83.0,1174
Fire Emblem Echoes: Shadows of Valentia,Strategy,81.0,85.0,1175
Fire Emblem Fates: Birthright,Strategy,86.0,84.0,1176
Fire Emblem Fates: Conquest,Fantasy,87.0,82.0,1177
Fire Emblem Fates: Revelation,Strategy,88.0,76.0,1178
Fire Emblem Fates: Special Edition,Strategy,88.0,82.0,1179
Fire Emblem Warriors,Action,71.5,80.0,1180
Fire Emblem: Awakening,Strategy,92.0,91.0,1181
Fire Pro Wrestling World,Sports,79.0,71.0,1182
Firefall,Shooter,60.0,67.0,1183
Firewall Zero Hour,Action,79.0,83.0,1184
Firewatch,Adventure,80.66666666666667,60.333333333333336,1185
Fist Puncher,Action,73.0,75.0,1186
Fist of Jesus,Action,63.0,52.0,1187
Fist of the North Star: Lost Paradise,Action,72.0,78.0,1188
Fitness Boxing,Miscellaneous,67.0,71.0,1189
Five Nights at Freddy's,Action Adventure,78.0,71.0,1190
Five Nights at Freddy's 3,Action,68.0,69.0,1191
Flame Over,Simulation,69.0,61.0,1192
Flashback,Action,77.0,81.0,1193
Flat Heroes,Action,82.0,82.0,1194
FlatOut 3: Chaos & Destruction,Driving,23.0,32.0,1195
FlatOut 4: Total Insanity,Racing,64.0,64.5,1196
Flinthook,Action,78.0,75.5,1197
Flip Wars,Puzzle,53.0,53.0,1198
Flipping Death,Action,83.0,80.0,1199
Flockers,Miscellaneous,64.0,49.0,1200
Flood of Light,Adventure,72.0,73.0,1201
Floor Kids,Action,76.0,75.0,1202
Fluidity: Spin Cycle,Action,78.0,66.0,1203
Fluster Cluck,Action,37.0,44.0,1204
Flywrench,Action,78.0,35.0,1205
Football Manager 2012,Sports,84.0,79.0,1206
Football Manager 2013,Sports,86.0,68.0,1207
Football Manager 2014,Sports,85.0,56.0,1208
Football Manager 2015,Sports,80.0,61.0,1209
Football Manager 2016,Sports,81.0,69.0,1210
Football Manager 2017,Sports,80.0,52.0,1211
Football Manager 2018,Sports,82.0,57.0,1212
Football Manager 2019,Sports,86.0,65.0,1213
Football Manager Classic 2014,Sports,67.0,74.0,1214
Football Manager Touch 2018,Sports,77.0,71.0,1215
For Honor,Action Adventure,77.66666666666667,57.333333333333336,1216
For Honor: Marching Fire,Action Adventure,78.0,36.0,1217
For the King,Role-Playing,79.0,73.0,1218
Forge,Action,65.0,76.0,1219
Forgotton Anne,Adventure,79.0,62.0,1220
Forma.8,Action,78.0,53.0,1221
Formula Fusion,Racing,58.0,75.0,1222
Forsaken World,Role-Playing,69.0,50.0,1223
Fortified,Action,69.0,67.0,1224
Fortix 2,Action Adventure,74.0,70.0,1225
Fortnite,Action,80.66666666666667,41.333333333333336,1226
Forza Horizon 2,Driving,86.0,83.0,1227
Forza Horizon 2 Presents Fast & Furious,Racing,61.0,80.0,1228
Forza Horizon 2: Storm Island,Driving,82.0,73.0,1229
Forza Horizon 3,Racing,88.5,74.5,1230
Forza Horizon 3: Blizzard Mountain,Racing,87.0,77.0,1231
Forza Horizon 3: Hot Wheels,Racing,87.0,75.0,1232
Forza Horizon 4,Racing,90.0,78.0,1233
Forza Motorsport 5,GT / Street,79.0,60.0,1234
Forza Motorsport 6,Driving,87.0,77.0,1235
Forza Motorsport 7,Racing,84.0,51.0,1236
Fossil Fighters: Frontier,Role-Playing,57.0,50.0,1237
Foul Play,Action,67.5,46.0,1238
Fractured Soul,Action,70.0,73.0,1239
Fractured Space,Sci-Fi,79.0,76.0,1240
Fragments of Him,Adventure,70.0,66.0,1241
Frantics,Miscellaneous,68.0,78.0,1242
Fray,Strategy,27.0,24.0,1243
"Freakyforms Deluxe: Your Creations, Alive!",Miscellaneous,63.0,73.0,1244
"Freakyforms: Your Creations, Alive!",Miscellaneous,68.0,77.0,1245
Freedom Planet,Action,83.0,83.66666666666667,1246
Freedom Wars,Role-Playing,73.0,83.0,1247
Friday the 13th: Killer Puzzle,Puzzle,76.0,76.0,1248
Friday the 13th: The Game,Action Adventure,58.333333333333336,58.333333333333336,1249
Frobisher Says!,Miscellaneous,74.0,73.0,1250
Frogger 3D,Action,54.0,62.0,1251
From Dust,Strategy,76.0,49.0,1252
Frostpunk,Action Adventure,84.0,84.0,1253
Frozen Cortex,General,79.0,65.0,1254
Frozen Synapse,Strategy,85.0,76.0,1255
Frozen Synapse 2,Strategy,76.0,72.0,1256
Frozen Synapse Prime,General,84.0,72.0,1257
Fruit Ninja Kinect 2,General,69.0,78.0,1258
Full Bore,Miscellaneous,72.0,67.0,1259
Full Metal Furies,Action,80.0,66.5,1260
Full Mojo Rampage,Role-Playing,66.0,60.0,1261
Full Throttle Remastered,Adventure,76.5,73.5,1262
Fun! Fun! Minigolf TOUCH!,Sports,61.0,77.0,1263
Funk of Titans,Action,43.0,42.0,1264
Funky Barn,Simulation,50.0,52.0,1265
Furi,Action,76.0,76.75,1266
Future Unfolding,Action Adventure,76.0,68.0,1267
Futuridium EP Deluxe,Action,69.0,61.5,1268
GNOG,Adventure,77.0,69.0,1269
GRID 2,Driving,80.0,58.0,1270
GRID Autosport,Driving,78.0,63.0,1271
GRIP: Combat Racing,Racing,68.25,65.5,1272
GRIS,Action,84.0,86.0,1273
GUNS UP!,Action,54.0,62.0,1274
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,Adventure,74.0,77.0,1275
Gabrielle's Ghostly Groove 3D,Action,62.0,74.0,1276
Gal Metal,Action,62.0,67.0,1277
Gal*Gun 2,Action,59.0,63.5,1278
Gal*Gun: Double Peace,Action,64.0,67.0,1279
Galactic Civilizations III,Strategy,81.0,66.0,1280
Galactic Civilizations III: Crusade,Strategy,85.0,67.0,1281
Galactic Civilizations III: Mercenaries,General,66.0,70.0,1282
Galak-Z: The Dimensional,General,80.0,65.5,1283
Galak-Z: Variant S,Action,62.0,64.0,1284
Galaxy On Fire 2 Full HD,Simulation,63.0,66.0,1285
Game & Wario,Miscellaneous,61.0,65.0,1286
Game Dev Tycoon,Strategy,68.0,80.0,1287
Game Party Champions,Miscellaneous,24.0,34.0,1288
Game of Thrones,Role-Playing,58.0,65.0,1289
Game of Thrones: A Telltale Games Series,Action,66.5,64.5,1290
Game of Thrones: Episode Five - A Nest of Vipers,Action,74.33333333333333,68.0,1291
Game of Thrones: Episode Four - Sons of Winter,Action,76.66666666666667,73.0,1292
Game of Thrones: Episode One - Iron From Ice,Action,77.33333333333333,75.0,1293
Game of Thrones: Episode Six - The Ice Dragon,Action,75.0,70.33333333333333,1294
Game of Thrones: Episode Three - The Sword in the Darkness,Action,75.66666666666667,75.33333333333333,1295
Game of Thrones: Episode Two - The Lost Lords,Action,72.66666666666667,74.33333333333333,1296
Gang Beasts,Action,69.0,65.0,1297
Garage,Action Adventure,63.0,68.0,1298
Garshasp: The Monster Slayer,Action Adventure,49.0,64.0,1299
Gas Guzzlers Extreme,Simulation,67.5,83.0,1300
Gas Guzzlers: Combat Carnage,Driving,58.0,75.0,1301
Gateways,Action,72.0,77.0,1302
Gauntlet (2014),Role-Playing,68.0,71.0,1303
Gauntlet: Slayer Edition,Role-Playing,71.0,68.0,1304
Gear.Club Unlimited,Action,64.0,68.0,1305
Gear.Club Unlimited 2,Racing,57.0,56.0,1306
Gears of War 4,Action,85.0,68.0,1307
Gears of War: Ultimate Edition,Action,82.0,76.0,1308
Gears of War: Ultimate Edition for Windows 10,Action,73.0,36.0,1309
Gemini Rue,Adventure,82.0,84.0,1310
Gemini Wars,Strategy,53.0,65.0,1311
Gemini: Heroes Reborn,Action Adventure,58.5,59.0,1312
Gene Rain,Action,32.0,36.0,1313
Generation Zero,Action Adventure,50.0,57.0,1314
Genesis Alpha One,Action,67.0,42.666666666666664,1315
Genital Jousting,Miscellaneous,68.0,76.0,1316
Geometry Wars 3: Dimensions,Action,82.0,71.33333333333333,1317
Get Even,Modern,73.0,77.33333333333333,1318
Ghost 1.0,Action Adventure,80.0,75.0,1319
Ghost Blade HD,Action,67.0,60.5,1320
Ghost of a Tale,Fantasy,75.0,82.0,1321
Ghostbusters,Action,31.0,7.0,1322
Ghostbusters: Sanctum of Slime,Action Adventure,43.0,44.0,1323
Giana Sisters: Dream Runners,Action,32.0,47.0,1324
Giana Sisters: Twisted Dreams,Action,77.0,77.0,1325
Giana Sisters: Twisted Dreams - Owltimate Edition,Action,74.0,74.0,1326
Gigantic,Strategy,75.0,83.5,1327
Gigantic Army,General,73.0,64.0,1328
Go Vacation,Miscellaneous,62.0,76.0,1329
GoD Factory: Wingmen,Simulation,76.0,66.0,1330
GoNNER,Action,79.0,77.0,1331
Goat Simulator,Adventure,57.666666666666664,62.0,1332
God Eater 2: Rage Burst,Role-Playing,71.0,72.0,1333
God Eater 3,Role-Playing,71.0,72.0,1334
God Eater Resurrection,Role-Playing,70.0,72.0,1335
God Mode,Action,58.0,68.0,1336
God Wars: Future Past,Strategy,74.0,71.0,1337
God of War,Action Adventure,94.0,91.0,1338
God of War Collection,Action Adventure,73.0,75.0,1339
God of War III Remastered,Action Adventure,81.0,80.0,1340
Gods & Heroes: Rome Rising,Role-Playing,50.0,62.0,1341
Gods Will Be Watching,Adventure,64.0,64.0,1342
Godzilla,Action,38.0,31.0,1343
Goetia,Adventure,79.0,73.0,1344
Golf Story,Action Adventure,78.0,84.0,1345
Goliath,Action Adventure,57.0,69.0,1346
Gomo,Adventure,50.0,48.0,1347
Gone Home,Sci-Fi,86.0,54.0,1348
Gone Home: Console Edition,Adventure,85.0,45.0,1349
Goodbye Deponia,Adventure,80.0,78.0,1350
Gorogoa,Puzzle,83.5,82.0,1351
Gotham City Impostors,Action,65.0,66.0,1352
Graceful Explosion Machine,Action,77.0,79.0,1353
Gran Turismo Sport,Racing,75.0,60.0,1354
Grand Ages: Medieval,Strategy,63.5,59.5,1355
Grand Kingdom,Strategy,77.0,79.0,1356
Grand Theft Auto V,Action Adventure,96.66666666666667,79.33333333333333,1357
Grandia II Anniversary Edition,Role-Playing,80.0,77.0,1358
Gratuitous Tank Battles,Strategy,69.0,67.0,1359
Gravel,Racing,65.33333333333333,68.66666666666667,1360
Graveyard Keeper,Action Adventure,69.5,59.0,1361
Gravity Crash Ultra,Action,75.0,71.0,1362
Gravity Ghost,Action,75.0,77.0,1363
Gravity Rush,Action,83.0,86.0,1364
Gravity Rush 2,Action,80.0,81.0,1365
Gravity Rush Remastered,Action,80.0,81.0,1366
Gray Dawn,Adventure,71.0,75.0,1367
Gray Matter,Adventure,72.0,77.0,1368
"Gremlins, Inc.",Miscellaneous,75.0,53.0,1369
Grey Goo,Strategy,77.0,74.0,1370
Grim Dawn,Action RPG,83.0,85.0,1371
Grim Fandango Remastered,Adventure,82.66666666666667,76.33333333333333,1372
Grotesque Tactics 2: Dungeons & Donuts,Strategy,48.0,65.0,1373
Grow Home,Action Adventure,74.5,67.0,1374
Grow Up,Action Adventure,71.66666666666667,69.0,1375
Gryphon Knight Epic,Action,55.0,74.0,1376
Guacamelee!,Action,87.0,83.0,1377
Guacamelee! 2,Action,84.75,69.0,1378
Guacamelee! Gold Edition,Action,88.0,73.0,1379
Guacamelee! Super Turbo Championship Edition,Action,87.75,75.5,1380
Guardians of Middle-Earth,Strategy,56.0,59.0,1381
Guild Wars 2,General,90.0,81.0,1382
Guild Wars 2: Heart of Thorns,Role-Playing,81.0,73.0,1383
Guild Wars 2: Path of Fire,Role-Playing,83.0,78.0,1384
Guild of Dungeoneering,Role-Playing,72.0,50.0,1385
Guilty Gear Xrd -REVELATOR-,Action,86.0,81.0,1386
Guilty Gear Xrd -SIGN-,Action,84.0,79.0,1387
Guilty Gear Xrd: Rev 2,Action,86.0,78.0,1388
Guitar Hero Live,Action,80.5,56.5,1389
GunWorld 2,Action,59.0,56.0,1390
Gundam Versus,Action,68.0,64.0,1391
Gungrave VR,Action,41.0,34.0,1392
Gunman Clive,Action,82.0,83.0,1393
Gunman Clive 2,Action,80.0,79.0,1394
Gunman Clive HD Collection,Miscellaneous,86.0,81.0,1395
Gunpoint,Miscellaneous,83.0,84.0,1396
Guns of Icarus Alliance,Simulation,67.0,35.0,1397
Guns of Icarus Online,Action,64.0,78.0,1398
"Guns, Gore & Cannoli",Action,71.5,75.0,1399
"Guns, Gore & Cannoli 2",Action,80.0,76.0,1400
Gunscape,Action,61.0,50.0,1401
Gunslugs,Action,81.0,72.0,1402
Gurumin 3D: A Monstrous Adventure,Role-Playing,72.0,76.0,1403
H1Z1,Action,70.0,41.0,1404
H1Z1: Battle Royale,Action,66.0,41.0,1405
HAWKEN,Action,73.0,77.0,1406
Hack 'n' Slash,Action,73.0,53.0,1407
Hacknet,General,82.0,78.0,1408
Hakuoki: Edo Blossoms,Adventure,75.0,67.0,1409
Hakuoki: Kyoto Winds,Adventure,83.0,73.0,1410
Hakuoki: Memories of the Shinsengumi,General,75.0,76.0,1411
Halcyon 6: Starbase Commander,Strategy,71.0,77.0,1412
Halfway,Sci-Fi,69.0,61.0,1413
Halo 5: Guardians,Shooter,84.0,64.0,1414
Halo Wars 2,Strategy,74.5,59.0,1415
Halo Wars: Definitive Edition,Strategy,81.0,71.0,1416
Halo: Spartan Assault,Action,61.5,54.0,1417
Halo: Spartan Strike,Scrolling,66.0,61.0,1418
Halo: The Master Chief Collection,Miscellaneous,85.0,74.0,1419
Hamilton's Great Adventure,Adventure,77.0,74.0,1420
Hand of Fate,Role-Playing,79.0,75.0,1421
Hand of Fate 2,Miscellaneous,81.25,74.0,1422
Happy Birthdays,Action Adventure,71.0,70.0,1423
Hard Reset,Action,73.0,73.0,1424
Hard Reset Redux,Action,70.0,65.5,1425
Hard West,Historic,73.0,75.0,1426
Hardware: Rivals,Simulation,56.0,52.0,1427
HarmoKnight,Action,73.0,76.0,1428
Harmonix Music VR,Action,44.0,62.0,1429
Harold,Action,70.0,60.0,1430
"Harry Potter and the Deathly Hallows, Part 2",Action,43.0,46.0,1431
Harvest Moon 3D: A New Beginning,Strategy,74.0,78.0,1432
Harvest Moon 3D: The Lost Valley,Strategy,46.0,42.0,1433
Harvest Moon 3D: The Tale of Two Towns,Strategy,63.0,64.0,1434
Harvest Moon: Skytree Village,General,59.0,65.0,1435
Has-Been Heroes,Strategy,57.0,68.5,1436
Hatoful Boyfriend,General,70.0,68.5,1437
Hatoful Boyfriend: Holiday Star,General,54.0,77.0,1438
Hatred,Modern,43.0,46.0,1439
Hatsune Miku: Project Diva F 2nd,Action,81.0,85.0,1440
Hatsune Miku: Project Diva Future Tone - Colorful Tone,Action,84.0,76.0,1441
Hatsune Miku: Project Diva Future Tone - Future Sound,Action,84.0,76.0,1442
Hatsune Miku: Project Diva X,Action,78.0,73.0,1443
Hatsune Miku: Project Diva f,Action,81.0,80.0,1444
Hatsune Miku: Project Mirai DX,Miscellaneous,80.0,81.0,1445
Headlander,Action,75.5,73.0,1446
