Game,Genre,metascore,userscore,id
Mercenaries Wings: The False Phoenix,Action,63.0,64.0,2014
Mercenary Kings,General,73.0,61.5,2015
Mercenary Kings: Reloaded Edition,Action,69.0,72.0,2016
Metal Gear Rising: Revengeance,Action,83.0,80.0,2017
Metal Gear Solid HD Collection,Miscellaneous,81.0,85.0,2018
Metal Gear Solid V: Ground Zeroes,Action Adventure,77.0,64.66666666666667,2019
Metal Gear Solid V: Metal Gear Online,Action Adventure,72.0,70.0,2020
Metal Gear Solid V: The Phantom Pain,Modern,93.0,78.0,2021
Metal Gear Solid: Snake Eater 3D,Action Adventure,78.0,79.0,2022
Metal Gear Survive,Action Adventure,58.666666666666664,15.333333333333334,2023
Metal Max Xeno,Role-Playing,61.0,54.0,2024
Metrico,General,68.0,58.0,2025
Metrico+,Puzzle,81.0,63.0,2026
Metro Exodus,Action,81.66666666666667,67.66666666666667,2027
Metro Redux,Action,83.66666666666667,78.0,2028
Metro: Last Light,Action,82.0,85.0,2029
Metro: Last Light - Faction Pack,Action,60.0,68.0,2030
Metroid Prime: Federation Force,Action,64.0,54.0,2031
Metroid: Samus Returns,Action Adventure,85.0,89.0,2032
Miasmata,Adventure,76.0,77.0,2033
Michael Jackson The Experience HD,Action,57.0,60.0,2034
Micro Machines World Series,Racing,58.0,40.666666666666664,2035
Microsoft Flight,Simulation,64.0,36.0,2036
Middle-earth: Shadow of Mordor,Fantasy,85.0,79.66666666666667,2037
Middle-earth: Shadow of Mordor - The Bright Lord,Action Adventure,68.0,64.0,2038
Middle-earth: Shadow of War,Action Adventure,78.66666666666667,36.666666666666664,2039
Might & Magic X: Legacy,Fantasy,71.0,73.0,2040
Might & Magic: Heroes VI,Role-Playing,77.0,60.0,2041
Might & Magic: Heroes VI - Shades of Darkness,Strategy,66.0,53.0,2042
Might & Magic: Heroes VII,Fantasy,67.0,49.0,2043
Mighty Gunvolt,Action,72.0,69.0,2044
Mighty Gunvolt Burst,Action,76.0,78.0,2045
Mighty Morphin Power Rangers: Mega Battle,Action,49.0,53.0,2046
Mighty No. 9,Platformer,51.75,38.75,2047
Mighty Switch Force!,Action,79.0,78.0,2048
Mighty Switch Force! 2,Action,73.0,76.0,2049
Mighty Switch Force! Hyper Drive Edition,Action,80.0,77.0,2050
Miitopia,Action,67.0,77.0,2051
Milanoir,Role-Playing,50.0,50.0,2052
MilitAnt,Action,44.0,52.0,2053
Milkmaid of the Milky Way,Adventure,74.0,71.0,2054
Mind Zero,Role-Playing,59.0,67.0,2055
Minecraft: New Nintendo 3DS Edition,Action Adventure,62.0,65.0,2056
Minecraft: PlayStation 4 Edition,Action Adventure,89.0,65.0,2057
Minecraft: PlayStation Vita Edition,Action Adventure,84.0,75.0,2058
Minecraft: Story Mode - Episode 1: The Order of the Stone,Action Adventure,73.0,40.666666666666664,2059
Minecraft: Story Mode - Episode 2: Assembly Required,Action Adventure,57.666666666666664,39.333333333333336,2060
Minecraft: Story Mode - Episode 3: The Last Place You Look,Action Adventure,73.66666666666667,54.666666666666664,2061
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,Action Adventure,70.33333333333333,51.333333333333336,2062
Minecraft: Story Mode - Episode 5: Order Up!,Action Adventure,72.0,63.0,2063
Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,Adventure,70.0,26.666666666666668,2064
Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,Adventure,74.0,48.0,2065
Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,Adventure,71.0,71.0,2066
Minecraft: Switch Edition,Action Adventure,86.0,73.0,2067
Minecraft: Wii U Edition,Action Adventure,77.0,73.0,2068
Minecraft: Xbox One Edition,Action Adventure,88.0,67.0,2069
Miner Wars 2081,Action,52.0,60.0,2070
Mini Metro,Strategy,81.5,81.0,2071
Minimum,Action,69.0,65.0,2072
Minit,Adventure,78.5,68.5,2073
Minutes,Action,76.0,72.0,2074
Mirage: Arcane Warfare,Action,74.0,37.0,2075
Mirror's Edge Catalyst,Action,71.66666666666667,55.0,2076
MirrorMoon EP,Miscellaneous,73.0,55.0,2077
Mitsurugi Kamui Hikae,Action,58.0,36.0,2078
Mobile Suit Gundam: Extreme VS-Force,Action,57.0,69.0,2079
Moco Moco Friends,Role-Playing,62.0,63.0,2080
ModNation Racers: Road Trip,Driving,62.0,64.0,2081
Modern Combat: Blackout,Action,53.0,57.0,2082
Moebius: Empire Rising,Adventure,54.0,62.0,2083
Mom Hid My Game!,Adventure,73.0,72.0,2084
Momodora: Reverie Under the Moonlight,Action,76.0,73.0,2085
Monaco: What's Yours Is Mine,Adventure,83.0,77.0,2086
Monday Night Combat,Action,82.0,73.0,2087
Monochroma,Action,55.0,68.0,2088
Monopoly for Nintendo Switch,Miscellaneous,53.0,61.0,2089
Monster Boy and the Cursed Kingdom,Action Adventure,86.33333333333333,81.33333333333333,2090
Monster Energy Supercross: The Official Videogame,Racing,68.0,77.0,2091
Monster Energy Supercross:The Official Videogame 2,Racing,72.0,67.0,2092
Monster Hunter 3 Ultimate,Role-Playing,80.5,81.0,2093
Monster Hunter 4 Ultimate,Role-Playing,86.0,86.0,2094
Monster Hunter Generations,Role-Playing,85.0,80.0,2095
Monster Hunter Generations Ultimate,Role-Playing,80.0,84.0,2096
Monster Hunter Stories,Role-Playing,79.0,81.0,2097
Monster Hunter: World,Role-Playing,89.33333333333333,69.66666666666667,2098
Monster Monpiece,Strategy,67.0,77.0,2099
Monster Prom,Adventure,73.0,67.0,2100
Monster of the Deep: Final Fantasy XV,Sports,62.0,87.0,2101
MonsterBag,Puzzle,66.0,72.0,2102
Montague's Mount,Action Adventure,39.0,50.0,2103
Moon Hunters,Role-Playing,62.0,63.0,2104
Moonlighter,Role-Playing,80.5,75.5,2105
Mordheim: City of the Damned,Strategy,73.0,65.0,2106
Morningstar: Descent to Deadrock,Adventure,62.0,59.0,2107
Morphies Law,Action,48.0,55.0,2108
Morphite,Action Adventure,65.0,67.0,2109
Mortal Kombat,Action,85.0,78.0,2110
Mortal Kombat Komplete Edition,Action,81.0,87.0,2111
Mortal Kombat X,Action,81.66666666666667,69.33333333333333,2112
Mortal Kombat XL,Action,85.0,77.0,2113
Moss,Action Adventure,85.0,80.0,2114
Mother Russia Bleeds,Action,70.0,69.0,2115
Mothergunship,Action,75.66666666666667,67.33333333333333,2116
Moto Racer 4,Racing,49.0,54.0,2117
MotoGP 14,Driving,73.0,65.0,2118
MotoGP 17,Racing,68.0,34.0,2119
MotoGP 18,Racing,66.0,49.0,2120
MotorStorm RC,Driving,78.0,68.0,2121
Motorsport Manager,Action,81.0,85.0,2122
Mount & Blade: Warband,Role-Playing,63.0,77.0,2123
Mount & Blade: With Fire & Sword,Role-Playing,68.0,69.0,2124
MouseCraft,General,72.0,62.0,2125
Mr. Shifty,Action,68.0,65.5,2126
Mulaka,Action Adventure,70.0,69.33333333333333,2127
Munin,Action,68.0,68.0,2128
Muramasa Rebirth,Role-Playing,78.0,84.0,2129
Murasaki Baby,Action Adventure,69.0,70.0,2130
Murdered: Soul Suspect,General,56.333333333333336,71.0,2131
Murderous Pursuits,Action,63.0,68.0,2132
Mushroom 11,Action,78.0,72.0,2133
Mushroom Wars 2,Strategy,72.0,74.0,2134
Musynx,Action,78.0,80.0,2135
Mutant Football League: Dynasty Edition,Sports,67.0,71.0,2136
Mutant Mudds,Action,70.5,59.0,2137
Mutant Mudds Collection,Action,85.0,82.0,2138
Mutant Mudds Deluxe,Action,84.0,73.0,2139
Mutant Mudds: Super Challenge,Action,83.0,69.0,2140
Mutant Year Zero: Road to Eden,Strategy,78.0,78.66666666666667,2141
My Brother Rabbit,Puzzle,78.0,69.0,2142
My Hero One's Justice,Action,68.5,72.5,2143
My Memory of Us,Action,71.33333333333333,68.33333333333333,2144
My Time At Portia,Simulation,73.0,70.0,2145
N++,Platformer,83.33333333333333,67.33333333333333,2146
N.E.R.O.: Nothing Ever Remains Obscure,Miscellaneous,61.5,72.5,2147
NAIRI: Tower of Shirin,Puzzle,74.0,74.0,2148
NASCAR Heat 2,Racing,66.0,62.0,2149
NASCAR Heat 3,Racing,66.0,68.5,2150
NASCAR Heat Evolution,Racing,66.0,44.0,2151
NASCAR: The Game 2013,Driving,64.0,48.0,2152
NBA 2K Playgrounds 2,Sports,67.5,61.0,2153
NBA 2K13,Sports,85.0,71.0,2154
NBA 2K14,Sim,85.5,61.0,2155
NBA 2K15,Sports,82.5,65.5,2156
NBA 2K16,Action,86.5,64.0,2157
NBA 2K17,Sports,89.0,62.0,2158
NBA 2K18,Sports,79.66666666666667,25.333333333333332,2159
NBA 2K19,Sports,80.33333333333333,26.666666666666668,2160
NBA Live 14,Arcade,39.5,28.5,2161
NBA Live 15,Sports,56.0,62.0,2162
NBA Live 16,Sports,59.5,58.0,2163
NBA Live 18,Sports,72.0,56.5,2164
NBA Live 19,Sports,74.0,67.0,2165
NBA Playgrounds,Sports,66.0,65.0,2166
NEO Scavenger,Sci-Fi,77.0,77.0,2167
NEON STRUCT,Action Adventure,62.0,71.0,2168
NES Remix,Miscellaneous,71.0,72.0,2169
NES Remix 2,Miscellaneous,73.0,80.0,2170
NHL 15,Sports,59.5,34.0,2171
NHL 16,Sports,79.0,57.0,2172
NHL 17,Sports,77.5,48.0,2173
NHL 18,Sports,76.0,36.5,2174
NHL 19,Sports,81.0,60.0,2175
NaissanceE,Sci-Fi,66.0,70.0,2176
Namco Museum,Miscellaneous,72.0,74.0,2177
Nano Assault,Action,75.0,77.0,2178
Nano Assault EX,Action,74.0,79.0,2179
Nano Assault Neo,Action,71.0,74.0,2180
Nantucket,Action,74.0,75.0,2181
Narcosis,Action Adventure,72.0,70.0,2182
Naruto Powerful Shippuden,Action,71.0,59.0,2183
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,Action,80.0,81.0,2184
Naruto Shippuden: Ultimate Ninja Storm 4,Action,79.5,82.0,2185
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,Action,73.5,70.0,2186
Naruto Shippuden: Ultimate Ninja Storm Trilogy,Miscellaneous,70.0,72.0,2187
Naruto to Boruto: Shinobi Striker,Action,62.333333333333336,59.666666666666664,2188
Natural Doctrine,Strategy,56.5,66.0,2189
Natural Selection 2,Action,80.0,85.0,2190
Naval War: Arctic Circle,Strategy,64.0,58.0,2191
Necropolis,Action Adventure,59.0,46.0,2192
Need for Speed,Racing,66.33333333333333,66.66666666666667,2193
Need for Speed Payback,Racing,61.333333333333336,37.0,2194
Need for Speed: Most Wanted - A Criterion Game,Driving,78.5,60.0,2195
Need for Speed: Most Wanted U,Driving,86.0,76.0,2196
Need for Speed: Rivals,Driving,77.0,51.666666666666664,2197
Need for Speed: The Run,Driving,67.0,61.5,2198
Nelke & the Legendary Alchemists: Ateliers of the New World,Role-Playing,70.0,33.0,2199
Nelly Cootalot: The Fowl Fleet,Adventure,81.0,77.0,2200
Neon Chrome,Action,68.0,68.66666666666667,2201
Nether,Sci-Fi,57.0,46.0,2202
NeuroVoider,Action,85.0,81.0,2203
Never Alone,Action,70.33333333333333,65.33333333333333,2204
Never Stop Sneakin',Action Adventure,71.0,68.0,2205
Neverending Nightmares,Horror,71.0,70.0,2206
Nevermind,Action Adventure,65.0,58.0,2207
Neverwinter,Role-Playing,71.33333333333333,57.666666666666664,2208
New Frontier Days: Founding Pioneers,Strategy,52.0,46.0,2209
New Gundam Breaker,Action,43.0,30.0,2210
New Little King's Story,Strategy,70.0,78.0,2211
New Super Luigi U,Action,77.0,80.0,2212
New Super Mario Bros. 2,Action,78.0,73.0,2213
New Super Mario Bros. U,Action,84.0,80.0,2214
New Super Mario Bros. U Deluxe,Action,80.0,73.0,2215
Nex Machina: Death Machine,Action,86.0,73.0,2216
Ni no Kuni II: Revenant Kingdom,Action RPG,82.5,71.0,2217
Nickelodeon Kart Racers,Racing,44.0,53.333333333333336,2218
Nidhogg,General,81.0,68.0,2219
Nidhogg 2,Action,76.0,65.66666666666667,2220
NieR: Automata,Role-Playing,86.0,87.5,2221
NieR: Automata - 3C3C1D119440927,Role-Playing,79.0,71.0,2222
NieR: Automata - Become as Gods Edition,Role-Playing,90.0,91.0,2223
NieR: Automata - Game of the YoRHa Edition,Role-Playing,90.0,85.0,2224
Night in the Woods,Fantasy,86.66666666666667,77.66666666666667,2225
NightSky,Miscellaneous,75.0,76.0,2226
Nights of Azure,Role-Playing,67.0,72.0,2227
Nights of Azure 2: Bride of the New Moon,Action,66.0,66.0,2228
Nihilumbra,Action,74.66666666666667,64.0,2229
Nine Parchments,Role-Playing,66.5,66.0,2230
Ninja Gaiden 3: Razor's Edge,Action,69.0,75.0,2231
Ninja Gaiden Sigma 2 Plus,Action Adventure,66.0,76.0,2232
Ninja Gaiden Sigma Plus,Action Adventure,72.0,72.0,2233
Nintendo Labo: Toycon 01 Variety Kit,Miscellaneous,77.0,68.0,2234
Nintendo Labo: Toycon 02 Robot Kit,Miscellaneous,68.0,64.0,2235
Nintendo Labo: Toycon 03 Vehicle Kit,Miscellaneous,69.0,72.0,2236
Nintendo Land,Miscellaneous,77.0,79.0,2237
Nintendo Pocket Football Club,Sports,65.0,74.0,2238
Nintendogs + Cats: French Bulldog & New Friends,Simulation,71.0,71.0,2239
Nintendogs + Cats: Golden Retriever & New Friends,Simulation,71.0,73.0,2240
Nintendogs + Cats: Toy Poodle & New Friends,Simulation,71.0,71.0,2241
Nioh,Role-Playing,88.0,85.0,2242
Nioh: Bloodshed's End,Role-Playing,85.0,66.0,2243
Nioh: Complete Edition,Role-Playing,84.0,67.0,2244
Nioh: Defiant Honor,Role-Playing,79.0,62.0,2245
Nioh: Dragon of the North,Role-Playing,76.0,73.0,2246
Nippon Marathon,Sports,54.0,30.0,2247
Nitroplus Blasterz: Heroines Infinite Duel,Action,70.0,68.0,2248
No Man's Sky,Action,69.66666666666667,50.666666666666664,2249
No Time to Explain,Action,53.0,57.0,2250
Nobunaga's Ambition: Sphere of Influence,Strategy,80.0,75.0,2251
Nobunaga's Ambition: Sphere of Influence - Ascension,Strategy,74.0,67.0,2252
Nobunaga's Ambition: Taishi,Strategy,70.0,53.0,2253
Noitu Love: Devolution,Action,79.0,72.0,2254
Nom Nom Galaxy,Action,69.0,64.0,2255
Norn9: Var Commons,Adventure,75.0,71.0,2256
Not A Hero: Super Snazzy Edition,Action,75.0,63.0,2257
Not Tonight,Strategy,71.0,65.0,2258
Not a Hero,Action,74.5,66.0,2259
Nuclear Dawn,Action,71.0,76.0,2260
Nuclear Throne,General,85.0,69.5,2261
ONRUSH,Racing,76.0,61.5,2262
OVERKILL's The Walking Dead,Sci-Fi,51.0,52.0,2263
OVIVO,Action,71.0,70.0,2264
Obduction,Adventure,76.0,77.0,2265
Obliteracers,Racing,78.0,77.0,2266
Oblitus,Action,69.0,70.0,2267
Obscuritas,Adventure,63.0,40.0,2268
Observer,Adventure,79.0,77.0,2269
Oceanhorn: Monster of Uncharted Seas,Action Adventure,69.25,74.25,2270
Octahedron,Action,80.0,61.0,2271
Octahedron: Transfixed Edition,Action,79.0,82.0,2272
Octodad: Dadliest Catch,Modern,69.0,72.0,2273
Octopath Traveler,General,83.0,87.0,2274
Oddworld: Abe's Oddysee - New 'n' Tasty,Platformer,85.5,77.5,2275
Oddworld: Munch's Oddysee HD,Action,72.0,80.0,2276
Oddworld: Stranger's Wrath HD,Action Adventure,83.0,82.0,2277
Ode,Adventure,75.0,71.0,2278
Odin Sphere Leifthrasir,Role-Playing,87.0,81.0,2279
Of Orcs and Men,Role-Playing,69.0,67.0,2280
Off-Road Drive,Driving,60.0,65.0,2281
Offworld Trading Company,Strategy,78.0,74.0,2282
Oil Rush,Strategy,67.0,65.0,2283
Okami HD,Action Adventure,88.75,81.25,2284
Okhlos,Action Adventure,69.0,77.0,2285
OkunoKA,Action,80.0,81.0,2286
Old Man's Journey,Adventure,74.5,66.0,2287
Old School Musical,Action,75.0,76.0,2288
OlliOlli,Sports,78.5,71.5,2289
OlliOlli2: Welcome to Olliwood,Sports,84.33333333333333,64.0,2290
OlliOlli2: XL Edition,Sports,83.0,58.0,2291
Omega Quintet,Console-style RPG,58.0,70.0,2292
Omen of Sorrow,Action,64.0,61.0,2293
Omensight,Adventure,74.5,69.0,2294
Omerta: City of Gangsters,Simulation,54.0,49.0,2295
On Rusty Trails,Action,77.0,64.0,2296
One Piece: Burning Blood,Action,63.0,68.5,2297
One Piece: Grand Cruise,Action,35.0,23.0,2298
One Piece: Pirate Warriors 3,Action,74.0,74.0,2299
One Piece: Pirate Warriors 3 - Deluxe Edition,Action,76.0,68.0,2300
One Piece: Romance Dawn,Role-Playing,42.0,67.0,2301
One Piece: Unlimited Cruise SP,Action,46.0,70.0,2302
One Piece: Unlimited Cruise SP 2,Action,49.0,73.0,2303
One Piece: Unlimited World Red,Action,66.0,79.0,2304
One Piece: Unlimited World Red - Deluxe Edition,Action,68.0,62.5,2305
One Piece: World Seeker,Action Adventure,61.0,34.5,2306
One Way Trip,Action,41.0,43.0,2307
OneShot,Puzzle,80.0,87.0,2308
Onechanbara Z2: Chaos,Action Adventure,57.0,68.0,2309
Onimusha: Warlords,Action Adventure,71.5,54.75,2310
Oozi: Earth Adventure,Action,66.0,72.0,2311
Open Me!,Action,72.0,78.0,2312
Operation Abyss: New Tokyo Legacy,Role-Playing,66.0,72.0,2313
Operation Babel: New Tokyo Legacy,Role-Playing,63.0,32.0,2314
Operation Flashpoint: Red River,Action,67.0,49.0,2315
Orcs Must Die!,Action,83.0,81.0,2316
Orcs Must Die! 2,Action,83.0,79.0,2317
Order Up!!,Action,72.0,65.0,2318
Order of Battle: Pacific,Strategy,81.0,56.0,2319
Oreshika: Tainted Bloodlines,Role-Playing,78.0,80.0,2320
Orgarhythm,Action,62.0,68.0,2321
Ori and the Blind Forest,Action,88.0,86.5,2322
Ori and the Blind Forest: Definitive Edition,Action,88.0,82.0,2323
Oriental Empires,Strategy,74.0,65.0,2324
Orion: Dino Horde,Action,36.0,57.0,2325
Orwell,Adventure,77.0,72.0,2326
Othello,Miscellaneous,55.0,62.0,2327
Oure,Action Adventure,53.0,55.0,2328
Out of Ammo,Action,48.0,73.0,2329
Out of the Park Baseball 13,Sports,85.0,78.0,2330
Out of the Park Baseball 14,Sports,86.0,82.0,2331
Out of the Park Baseball 15,Sports,89.0,72.0,2332
Out of the Park Baseball 17,Sports,92.0,34.0,2333
Outcast: Second Contact,Action Adventure,64.5,72.0,2334
Outland,Action,83.0,73.0,2335
Outlast,Horror,79.0,80.5,2336
Outlast 2,Action Adventure,75.0,68.5,2337
Outlast: Bundle of Terror,Action Adventure,77.0,77.0,2338
Outlast: Whistleblower,Action Adventure,73.0,79.0,2339
Overcooked!,Action,79.66666666666667,73.66666666666667,2340
Overcooked! 2,Action,81.66666666666667,71.33333333333333,2341
Overcooked! 2: Surf 'n' Turf,Action,83.0,83.0,2342
Overcooked!: Special Edition,Action,77.0,79.0,2343
Overload,Action,74.0,74.0,2344
Override: Mech City Brawl,Action,64.0,65.0,2345
Overwatch,General,90.66666666666667,63.333333333333336,2346
Owlboy,Fantasy,86.5,69.75,2347
Oxenfree,Action Adventure,79.5,75.5,2348
P-O-L-L-E-N,Adventure,64.0,43.0,2349
PONCHO,Action,63.0,28.0,2350
POSTAL Redux,Action,54.0,67.0,2351
PaRappa the Rapper Remastered,Action,61.0,53.0,2352
Pac-Man & Galaga Dimensions,Action,60.0,71.0,2353
Pac-Man 256,Action,79.5,72.0,2354
Pac-Man Championship Edition 2,Action,77.33333333333333,73.33333333333333,2355
Pac-Man Championship Edition 2 Plus,Action,80.0,77.0,2356
Pac-Man Championship Edition DX +,Action,86.0,75.0,2357
Pac-Man Party 3D,Miscellaneous,43.0,58.0,2358
Pac-Man and the Ghostly Adventures,Action,58.0,65.0,2359
Painkiller: Hell & Damnation,Action,64.0,66.0,2360
Painkiller: Redemption,Action,43.0,49.0,2361
Paladins: Champions of the Realm,Action,74.0,74.0,2362
Pandora: First Contact,Strategy,68.0,74.0,2363
Pang Adventures,Action,63.0,53.0,2364
Panzer Corps,Strategy,80.0,75.0,2365
Paper Mario: Color Splash,Role-Playing,76.0,72.0,2366
Paper Mario: Sticker Star,Action Adventure,75.0,57.0,2367
Paper Monsters Recut,Action,74.0,80.0,2368
Paper Sorcerer,General,73.0,67.0,2369
Paperbound,Action,69.0,62.0,2370
"Papers, Please",Adventure,85.0,85.0,2371
Papo & Yo,Adventure,70.0,77.0,2372
Paradigm,Adventure,85.0,76.0,2373
Paranautical Activity,Action,48.0,38.0,2374
Party Hard,Action,60.0,69.66666666666667,2375
Past Cure,Action,39.666666666666664,61.666666666666664,2376
Patapon,Action,72.0,55.0,2377
Path of Exile,Action RPG,86.0,81.0,2378
Path of Exile: The Fall of Oriath,Role-Playing,83.0,75.0,2379
Pathfinder: Kingmaker,Role-Playing,73.0,73.0,2380
Pathologic Classic HD,Adventure,76.0,84.0,2381
Pato Box,Sports,74.0,75.0,2382
Payday 2,Action,69.5,44.0,2383
Payday 2: Crimewave Edition,Action,68.0,38.0,2384
Payday: The Heist,Action,76.0,77.0,2385
Peggle 2,Miscellaneous,77.0,72.0,2386
Penarium,Action,71.0,62.0,2387
Penny Arcade Adventures: Episode Three,Role-Playing,77.0,73.0,2388
Penny-Punching Princess,Role-Playing,63.0,51.0,2389
Perception,Adventure,57.666666666666664,64.0,2390
Persona 3: Dancing in Moonlight,Action,73.0,60.0,2391
Persona 4 Golden,Role-Playing,93.0,85.0,2392
Persona 4: Dancing All Night,Miscellaneous,76.0,45.0,2393
Persona 5,Role-Playing,93.0,87.0,2394
Persona 5: Dancing in Starlight,Action,72.0,78.0,2395
Persona Dancing: Endless Night Collection,Miscellaneous,75.0,69.0,2396
Persona Q: Shadow of the Labyrinth,Role-Playing,83.0,52.0,2397
Phantaruk,Action Adventure,53.0,77.0,2398
Phantom Breaker: Battle Grounds,Action,65.5,70.5,2399
Phantom Doctrine,Strategy,73.0,68.5,2400
Phoenix Wright: Ace Attorney - Dual Destinies,Adventure,81.0,83.0,2401
Phoenix Wright: Ace Attorney - Spirit of Justice,Adventure,81.0,84.0,2402
Phoenix Wright: Ace Attorney Trilogy,Miscellaneous,81.0,85.0,2403
Phoning Home,Action Adventure,61.0,71.0,2404
Picross 3D: Round 2,Puzzle,86.0,76.0,2405
Picross S,Puzzle,67.0,72.0,2406
Picross e,Miscellaneous,73.0,71.0,2407
Picross e2,Miscellaneous,68.0,71.0,2408
Picross e3,Miscellaneous,66.0,70.0,2409
Pid,Action,63.0,77.0,2410
Pikmin 3,Strategy,87.0,87.0,2411
Pikuniku,Puzzle,75.0,71.5,2412
Pillar,Puzzle,59.0,66.0,2413
Pillars of Eternity,PC-style RPG,89.0,83.0,2414
Pillars of Eternity II: Deadfire,Role-Playing,88.0,77.0,2415
Pillars of Eternity: Complete Edition,Role-Playing,85.5,77.0,2416
Pillars of Eternity: The White March - Part 1,Role-Playing,76.0,75.0,2417
Pillars of Eternity: The White March - Part 2,Role-Playing,79.0,74.0,2418
Pilotwings Resort,Simulation,71.0,72.0,2419
Pinball FX 2,Action,84.0,77.0,2420
Pinball FX 2: Star Wars Pinball - Rogue One,Action,74.0,35.0,2421
Pinball FX2 VR,Action,80.0,67.0,2422
Pinball FX3,Action,80.0,65.5,2423
Pinball FX3: Bethesda Pinball,Action,80.0,76.0,2424
Pineapple Smash Crew,Action,62.0,75.0,2425
Pinstripe,Miscellaneous,74.0,77.0,2426
Pirates of Black Cove,Strategy,56.0,58.0,2427
Pit People,Action,78.5,76.0,2428
Pix the Cat,Action,78.5,67.5,2429
Pixel Gear,Action,51.0,44.0,2430
Pixel Piracy,Strategy,51.5,29.5,2431
PixelJunk Monsters 2,Strategy,72.0,70.0,2432
PixelJunk Monsters: Ultimate,Strategy,72.0,73.0,2433
PixelJunk Monsters: Ultimate HD,Strategy,84.0,76.0,2434
PixelJunk Shooter,Action,73.0,75.0,2435
PixelJunk Shooter Ultimate,Action,82.0,72.0,2436
Planar Conquest,Strategy,53.0,61.0,2437
Planescape: Torment - Enhanced Edition,Role-Playing,85.0,68.0,2438
Planet Alpha,Action,70.75,68.0,2439
Planet Coaster,Strategy,84.0,77.0,2440
Planet Crashers (3DSWare),Role-Playing,50.0,45.0,2441
Planet of the Apes: Last Frontier,Action Adventure,59.0,52.0,2442
PlanetSide 2,Role-Playing,81.0,70.5,2443
Planetary Annihilation,Sci-Fi,62.0,56.0,2444
Plants vs Zombies: Garden Warfare,General,76.33333333333333,75.66666666666667,2445
Plants vs Zombies: Garden Warfare 2,General,80.5,77.5,2446
Plants vs. Zombies,Strategy,77.0,77.0,2447
Platformines,Action,67.0,70.0,2448
PlayStation All-Stars Battle Royale,Action,75.0,75.0,2449
PlayStation VR WORLDS,Miscellaneous,59.0,67.0,2450
PlayStation Vita Pets,Simulation,63.0,75.0,2451
PlayerUnknown's Battlegrounds,Action,81.0,43.0,2452
Pneuma: Breath of Life,Adventure,66.0,66.5,2453
Pocket Card Jockey,Miscellaneous,83.0,79.0,2454
Pocket Rumble,Action,75.0,76.0,2455
Pode,Adventure,76.0,81.0,2456
Poi: Explorer Edition,Action,65.0,65.0,2457
Pokedex 3D Pro,Miscellaneous,59.0,48.0,2458
Pokemon Alpha Sapphire,Role-Playing,82.0,88.0,2459
Pokemon Art Academy,Miscellaneous,76.0,78.0,2460
Pokemon Battle Trozei,Miscellaneous,70.0,74.0,2461
Pokemon Dream Radar,Action,54.0,58.0,2462
Pokemon Moon,Role-Playing,87.0,87.0,2463
Pokemon Mystery Dungeon: Gates to Infinity,General,59.0,62.0,2464
Pokemon Omega Ruby,Role-Playing,83.0,87.0,2465
Pokemon Picross,Miscellaneous,75.0,65.0,2466
Pokemon Quest,Role-Playing,64.0,68.0,2467
Pokemon Rumble Blast,Action,56.0,69.0,2468
Pokemon Rumble U,Action,49.0,52.0,2469
Pokemon Rumble World,Action,58.0,62.0,2470
Pokemon Shuffle,Puzzle,56.0,61.0,2471
Pokemon Sun,Role-Playing,87.0,84.0,2472
Pokemon Super Mystery Dungeon,Role-Playing,69.0,83.0,2473
Pokemon Ultra Moon,Role-Playing,84.0,90.0,2474
Pokemon Ultra Sun,Role-Playing,84.0,90.0,2475
Pokemon X,Role-Playing,87.0,86.0,2476
Pokemon Y,Role-Playing,88.0,87.0,2477
"Pokemon: Let's Go, Eevee!",Action RPG,80.0,61.0,2478
"Pokemon: Let's Go, Pikachu!",Action RPG,79.0,61.0,2479
Poker Night 2,Miscellaneous,75.0,70.0,2480
Pokken Tournament,Action,76.0,73.0,2481
Pokken Tournament DX,Action,79.0,75.0,2482
Polaris Sector,Strategy,76.0,71.0,2483
Poly Bridge,Puzzle,73.0,69.0,2484
Polybius,Action,84.0,75.0,2485
Pony Island,Puzzle,86.0,74.0,2486
Poochy & Yoshi's Woolly World,Action,77.0,79.0,2487
Pool Panic,Action Adventure,71.0,73.0,2488
Port Royale 3: Pirates and Merchants,Strategy,54.0,56.0,2489
Portal 2,Action,95.0,90.0,2490
Portal Knights,Action,74.0,66.33333333333333,2491
Postal III,First-Person,24.0,30.0,2492
Power Rangers Megaforce,Action,30.0,48.0,2493
Power Rangers Super Megaforce,Action,43.0,60.0,2494
Powerstar Golf,Arcade,65.0,56.0,2495
Pressure,Action,64.0,69.0,2496
Prey,General,81.66666666666667,78.66666666666667,2497
Prey: Mooncrash,Action,80.0,64.33333333333333,2498
Pride of Nations,Strategy,70.0,56.0,2499
Primal Carnage,Action,67.0,76.0,2500
Primal Carnage: Extinction,Action Adventure,46.0,61.0,2501
Prime World: Defenders,Strategy,58.0,77.0,2502
Primordia,General,72.0,88.0,2503
Prison Architect,Strategy,77.5,69.5,2504
Pro Cycling Manager 2017,Sports,71.0,64.0,2505
